customer_id,customer_name,segment,city
C1312,Client_Partner_1312,Home Office,Bangalore 
C1313,Client_Partner_1313,Corporate,Mumbai
C1314,Client_Partner_1314,Home Office,Delhi
C1315,Client_Partner_1315,Corporate,Delhi
C1316,Client_Partner_1316,Home Office,Chennai
C1317,Client_Partner_1317,Home Office,Kolkata
C1318,Client_Partner_1318,Corporate,Delhi
C1319,Client_Partner_1319,Home Office,Chennai
C1320,Client_Partner_1320,Corporate,Kolkata
C1321,Client_Partner_1321,Corporate,
C1322,Client_Partner_1322,Consumer,Mumbai
C1323,Client_Partner_1323,Consumer,Chennai
C1324,Client_Partner_1324,Corporate,Mumbai
C1325,Client_Partner_1325,Corporate,Chennai
C1326,Client_Partner_1326,Home Office,Delhi
C1327,Client_Partner_1327,Consumer,Hyderabad
C1328,Client_Partner_1328,Consumer,Mumbai
C1329,Client_Partner_1329,Home Office,Bangalore 
C1330,Client_Partner_1330,Corporate,Mumbai
C1331,Client_Partner_1331,Corporate,Hyderabad
C1332,Client_Partner_1332,Consumer,Mumbai
C1333,Client_Partner_1333,Home Office,Delhi
C1334,Client_Partner_1334,Consumer,Delhi
C1335,Client_Partner_1335,Consumer,Chennai
C1336,Client_Partner_1336,Corporate,Bengaluru
C1337,Client_Partner_1337,Consumer,Delhi
C1338,Client_Partner_1338,Home Office,Mumbai
C1339,Client_Partner_1339,Corporate,Chennai
C1340,Client_Partner_1340,Corporate,Delhi
C1341,Client_Partner_1341,Corporate,Kolkata
C1342,Client_Partner_1342,Corporate,Kolkata
C1343,Client_Partner_1343,Consumer,Mumbai
C1344,Client_Partner_1344,Corporate,Bengaluru
C1345,Client_Partner_1345,Home Office,Kolkata
C1346,Client_Partner_1346,Consumer,Delhi
C1347,Client_Partner_1347,Corporate,Kolkata
C1348,Client_Partner_1348,Consumer,Hyderabad
C1349,Client_Partner_1349,Consumer,Delhi
C1350,Client_Partner_1350,Corporate,Mumbai
C1351,Client_Partner_1351,Corporate,Delhi
C1352,Client_Partner_1352,Home Office,Mumbai
C1353,Client_Partner_1353,Corporate,Bengaluru
C1354,Client_Partner_1354,Consumer,Kolkata
C1355,Client_Partner_1355,Corporate,Mumbai
C1356,Client_Partner_1356,Home Office,Mumbai
C1357,Client_Partner_1357,Home Office,Chennai
C1358,Client_Partner_1358,Corporate,Kolkata
C1359,Client_Partner_1359,Home Office,Delhi
C1360,Client_Partner_1360,Consumer,Delhi
C1361,Client_Partner_1361,Home Office,Mumbai
C1362,Client_Partner_1362,Corporate,Chennai
C1363,Client_Partner_1363,Home Office,
C1364,Client_Partner_1364,Home Office,Kolkata
C1365,Client_Partner_1365,Consumer,Delhi
C1366,Client_Partner_1366,Consumer,Mumbai
C1367,Client_Partner_1367,Home Office,Chennai
C1368,Client_Partner_1368,Home Office,
C1369,Client_Partner_1369,Consumer,Mumbai
C1370,Client_Partner_1370,Consumer,Kolkata
C1371,Client_Partner_1371,Consumer,Hyderabad
C1372,Client_Partner_1372,Home Office,Bengaluru
C1373,Client_Partner_1373,Home Office,Chennai
C1374,Client_Partner_1374,Consumer,Delhi
C1375,Client_Partner_1375,Corporate,Bangalore 
C1376,Client_Partner_1376,Corporate,Mumbai
C1377,Client_Partner_1377,Home Office,
C1378,Client_Partner_1378,Corporate,Delhi
C1379,Client_Partner_1379,Consumer,Hyderabad
C1380,Client_Partner_1380,Consumer,Kolkata
C1381,Client_Partner_1381,Home Office,Delhi
C1382,Client_Partner_1382,Consumer,Chennai
C1383,Client_Partner_1383,Consumer,Kolkata
C1384,Client_Partner_1384,Corporate,Bengaluru
C1385,Client_Partner_1385,Consumer,Delhi
C1386,Client_Partner_1386,Corporate,Hyderabad
C1387,Client_Partner_1387,Consumer,Bengaluru
C1388,Client_Partner_1388,Corporate,Chennai
C1389,Client_Partner_1389,Consumer,Mumbai
C1390,Client_Partner_1390,Corporate,Hyderabad
C1391,Client_Partner_1391,Corporate,Hyderabad
C1392,Client_Partner_1392,Consumer,Bengaluru
C1393,Client_Partner_1393,Home Office,Bangalore 
C1394,Client_Partner_1394,Consumer,Mumbai
C1395,Client_Partner_1395,Consumer,Kolkata
C1396,Client_Partner_1396,Corporate,Mumbai
C1397,Client_Partner_1397,Consumer,Hyderabad
C1398,Client_Partner_1398,Corporate,Delhi
C1399,Client_Partner_1399,Consumer,Kolkata
C1400,Client_Partner_1400,Corporate,Kolkata
C1401,Client_Partner_1401,Home Office,Kolkata
C1402,Client_Partner_1402,Corporate,Bangalore 
C1403,Client_Partner_1403,Corporate,Kolkata
C1404,Client_Partner_1404,Corporate,Mumbai
C1405,Client_Partner_1405,Consumer,Bengaluru
C1406,Client_Partner_1406,Home Office,Kolkata
C1407,Client_Partner_1407,Corporate,Delhi
C1408,Client_Partner_1408,Corporate,Delhi
C1409,Client_Partner_1409,Corporate,Chennai
C1410,Client_Partner_1410,Corporate,Hyderabad
C1411,Client_Partner_1411,Corporate,Delhi
C1412,Client_Partner_1412,Corporate,Kolkata
C1413,Client_Partner_1413,Corporate,Chennai
C1414,Client_Partner_1414,Home Office,Hyderabad
C1415,Client_Partner_1415,Corporate,Kolkata
C1416,Client_Partner_1416,Consumer,Kolkata
C1417,Client_Partner_1417,Home Office,Chennai
C1418,Client_Partner_1418,Consumer,Bangalore 
C1419,Client_Partner_1419,Consumer,Mumbai
C1420,Client_Partner_1420,Home Office,Mumbai
C1421,Client_Partner_1421,Corporate,Mumbai
C1422,Client_Partner_1422,Consumer,
C1423,Client_Partner_1423,Home Office,Hyderabad
C1424,Client_Partner_1424,Home Office,Hyderabad
C1425,Client_Partner_1425,Corporate,Hyderabad
C1426,Client_Partner_1426,Corporate,Delhi
C1427,Client_Partner_1427,Consumer,Delhi
C1428,Client_Partner_1428,Corporate,Kolkata
C1429,Client_Partner_1429,Corporate,Hyderabad
C1430,Client_Partner_1430,Corporate,Kolkata
C1431,Client_Partner_1431,Home Office,Bengaluru
C1432,Client_Partner_1432,Home Office,Bengaluru
C1433,Client_Partner_1433,Consumer,Delhi
C1434,Client_Partner_1434,Consumer,Delhi
C1435,Client_Partner_1435,Corporate,Chennai
C1436,Client_Partner_1436,Consumer,Chennai
C1437,Client_Partner_1437,Home Office,Chennai
C1438,Client_Partner_1438,Corporate,Delhi
C1439,Client_Partner_1439,Consumer,Chennai
C1440,Client_Partner_1440,Corporate,Kolkata
C1441,Client_Partner_1441,Home Office,BLR
C1442,Client_Partner_1442,Home Office,Delhi
C1443,Client_Partner_1443,Consumer,Chennai
C1444,Client_Partner_1444,Home Office,Hyderabad
C1445,Client_Partner_1445,Corporate,Chennai
C1446,Client_Partner_1446,Home Office,Chennai
C1447,Client_Partner_1447,Consumer,Chennai
C1448,Client_Partner_1448,Consumer,Kolkata
C1449,Client_Partner_1449,Consumer,Kolkata
C1450,Client_Partner_1450,Corporate,Chennai
C1451,Client_Partner_1451,Consumer,Mumbai
C1452,Client_Partner_1452,Home Office,Hyderabad
C1453,Client_Partner_1453,Home Office,Bengaluru
C1454,Client_Partner_1454,Corporate,Hyderabad
C1455,Client_Partner_1455,Corporate,Mumbai
C1456,Client_Partner_1456,Consumer,Mumbai
C1457,Client_Partner_1457,Home Office,Chennai
C1458,Client_Partner_1458,Home Office,Kolkata
C1459,Client_Partner_1459,Corporate,Bengaluru
C1460,Client_Partner_1460,Corporate,Delhi
C1461,Client_Partner_1461,Home Office,Bengaluru
C1462,Client_Partner_1462,Corporate,Kolkata
C1463,Client_Partner_1463,Consumer,Kolkata
C1464,Client_Partner_1464,Home Office,Chennai
C1465,Client_Partner_1465,Corporate,Hyderabad
C1466,Client_Partner_1466,Home Office,Bengaluru
C1467,Client_Partner_1467,Consumer,Kolkata
C1468,Client_Partner_1468,Home Office,Bengaluru
C1469,Client_Partner_1469,Home Office,Bangalore 
C1470,Client_Partner_1470,Corporate,Delhi
C1471,Client_Partner_1471,Consumer,Delhi
C1472,Client_Partner_1472,Home Office,Hyderabad
C1473,Client_Partner_1473,Corporate,Bengaluru
C1474,Client_Partner_1474,Consumer,Delhi
C1475,Client_Partner_1475,Consumer,Hyderabad
C1476,Client_Partner_1476,Home Office,Delhi
C1477,Client_Partner_1477,Corporate,Kolkata
C1478,Client_Partner_1478,Consumer,Delhi
C1479,Client_Partner_1479,Consumer,Delhi
C1480,Client_Partner_1480,Consumer,Chennai
C1481,Client_Partner_1481,Consumer,Hyderabad
C1482,Client_Partner_1482,Consumer,Bengaluru
C1483,Client_Partner_1483,Corporate,Chennai
C1484,Client_Partner_1484,Home Office,Bangalore 
C1485,Client_Partner_1485,Corporate,Chennai
C1486,Client_Partner_1486,Consumer,Delhi
C1487,Client_Partner_1487,Consumer,Hyderabad
C1488,Client_Partner_1488,Home Office,Hyderabad
C1489,Client_Partner_1489,Home Office,Mumbai
C1490,Client_Partner_1490,Corporate,Delhi
C1491,Client_Partner_1491,Home Office,Kolkata
C1492,Client_Partner_1492,Corporate,Bengaluru
C1493,Client_Partner_1493,Consumer,Kolkata
C1494,Client_Partner_1494,Home Office,Mumbai
C1495,Client_Partner_1495,Consumer,Kolkata
C1496,Client_Partner_1496,Home Office,Mumbai
C1497,Client_Partner_1497,Home Office,Kolkata
C1498,Client_Partner_1498,Corporate,Mumbai
C1499,Client_Partner_1499,Consumer,Hyderabad
C1500,Client_Partner_1500,Corporate,Kolkata
C1501,Client_Partner_1501,Home Office,Kolkata
C1502,Client_Partner_1502,Corporate,Hyderabad
C1503,Client_Partner_1503,Corporate,Kolkata
C1504,Client_Partner_1504,Corporate,Bangalore 
C1505,Client_Partner_1505,Home Office,Delhi
C1506,Client_Partner_1506,Home Office,Hyderabad
C1507,Client_Partner_1507,Corporate,Chennai
C1508,Client_Partner_1508,Consumer,Mumbai
C1509,Client_Partner_1509,Corporate,Bengaluru
C1510,Client_Partner_1510,Consumer,Mumbai
C1511,Client_Partner_1511,Home Office,Mumbai
C1512,Client_Partner_1512,Corporate,Delhi
C1513,Client_Partner_1513,Home Office,Delhi
C1514,Client_Partner_1514,Corporate,Hyderabad
C1515,Client_Partner_1515,Corporate,Chennai
C1516,Client_Partner_1516,Home Office,Bengaluru
C1517,Client_Partner_1517,Home Office,Mumbai
C1518,Client_Partner_1518,Consumer,Delhi
C1519,Client_Partner_1519,Consumer,Kolkata
C1520,Client_Partner_1520,Home Office,Bangalore 
C1521,Client_Partner_1521,Consumer,Chennai
C1522,Client_Partner_1522,Home Office,Mumbai
C1523,Client_Partner_1523,Home Office,Mumbai
C1524,Client_Partner_1524,Corporate,Mumbai
C1525,Client_Partner_1525,Home Office,Delhi
C1526,Client_Partner_1526,Home Office,Bengaluru
C1527,Client_Partner_1527,Consumer,Bengaluru
C1528,Client_Partner_1528,Corporate,Chennai
C1529,Client_Partner_1529,Corporate,Kolkata
C1530,Client_Partner_1530,Home Office,Kolkata
C1531,Client_Partner_1531,Consumer,Mumbai
C1532,Client_Partner_1532,Corporate,Delhi
C1533,Client_Partner_1533,Consumer,Delhi
C1534,Client_Partner_1534,Home Office,Delhi
C1535,Client_Partner_1535,Consumer,Kolkata
C1536,Client_Partner_1536,Consumer,Hyderabad
C1537,Client_Partner_1537,Consumer,Chennai
C1538,Client_Partner_1538,Home Office,Mumbai
C1539,Client_Partner_1539,Home Office,Mumbai
C1540,Client_Partner_1540,Home Office,Mumbai
C1541,Client_Partner_1541,Consumer,Chennai
C1542,Client_Partner_1542,Corporate,Mumbai
C1543,Client_Partner_1543,Consumer,Mumbai
C1544,Client_Partner_1544,Home Office,Mumbai
C1545,Client_Partner_1545,Consumer,Kolkata
C1546,Client_Partner_1546,Corporate,Kolkata
C1547,Client_Partner_1547,Consumer,Kolkata
C1548,Client_Partner_1548,Corporate,Delhi
C1549,Client_Partner_1549,Corporate,Hyderabad
C1550,Client_Partner_1550,Corporate,Hyderabad
C1551,Client_Partner_1551,Home Office,Hyderabad
C1552,Client_Partner_1552,Home Office,Delhi
C1553,Client_Partner_1553,Corporate,Mumbai
C1554,Client_Partner_1554,Consumer,Kolkata
C1555,Client_Partner_1555,Corporate,Bengaluru
C1556,Client_Partner_1556,Consumer,Chennai
C1557,Client_Partner_1557,Home Office,Chennai
C1558,Client_Partner_1558,Home Office,Bengaluru
C1559,Client_Partner_1559,Consumer,BLR
C1560,Client_Partner_1560,Home Office,Delhi
C1561,Client_Partner_1561,Corporate,Kolkata
C1562,Client_Partner_1562,Home Office,Bangalore 
C1563,Client_Partner_1563,Home Office,Bengaluru
C1564,Client_Partner_1564,Home Office,Chennai
C1565,Client_Partner_1565,Home Office,Chennai
C1566,Client_Partner_1566,Corporate,Delhi
C1567,Client_Partner_1567,Home Office,Chennai
C1568,Client_Partner_1568,Home Office,Hyderabad
C1569,Client_Partner_1569,Corporate,Delhi
C1570,Client_Partner_1570,Home Office,Kolkata
C1571,Client_Partner_1571,Home Office,Delhi
C1572,Client_Partner_1572,Corporate,Bengaluru
C1573,Client_Partner_1573,Home Office,Kolkata
C1574,Client_Partner_1574,Consumer,Chennai
C1575,Client_Partner_1575,Consumer,Delhi
C1576,Client_Partner_1576,Corporate,Kolkata
C1577,Client_Partner_1577,Corporate,Mumbai
C1578,Client_Partner_1578,Consumer,Delhi
C1579,Client_Partner_1579,Corporate,Delhi
C1580,Client_Partner_1580,Home Office,Bengaluru
C1581,Client_Partner_1581,Consumer,Delhi
C1582,Client_Partner_1582,Consumer,Mumbai
C1583,Client_Partner_1583,Consumer,Bengaluru
C1584,Client_Partner_1584,Corporate,Mumbai
C1585,Client_Partner_1585,Consumer,Mumbai
C1586,Client_Partner_1586,Corporate,Delhi
C1587,Client_Partner_1587,Home Office,Kolkata
C1588,Client_Partner_1588,Consumer,Hyderabad
C1589,Client_Partner_1589,Corporate,Mumbai
C1590,Client_Partner_1590,Home Office,Hyderabad
C1591,Client_Partner_1591,Consumer,Delhi
C1592,Client_Partner_1592,Consumer,Bangalore 
C1593,Client_Partner_1593,Consumer,Mumbai
C1594,Client_Partner_1594,Home Office,Chennai
C1595,Client_Partner_1595,Consumer,Kolkata
C1596,Client_Partner_1596,Corporate,Hyderabad
C1597,Client_Partner_1597,Home Office,Delhi
C1598,Client_Partner_1598,Consumer,Kolkata
C1599,Client_Partner_1599,Home Office,Delhi
C1600,Client_Partner_1600,Consumer,Kolkata
C1601,Client_Partner_1601,Corporate,Hyderabad
C1602,Client_Partner_1602,Home Office,Kolkata
C1603,Client_Partner_1603,Corporate,Chennai
C1604,Client_Partner_1604,Corporate,Bangalore 
C1605,Client_Partner_1605,Consumer,Hyderabad
C1606,Client_Partner_1606,Home Office,Kolkata
C1607,Client_Partner_1607,Corporate,BLR
C1608,Client_Partner_1608,Home Office,Chennai
C1609,Client_Partner_1609,Consumer,Mumbai
C1610,Client_Partner_1610,Corporate,Bengaluru
C1611,Client_Partner_1611,Consumer,Kolkata
C1612,Client_Partner_1612,Home Office,Kolkata
C1613,Client_Partner_1613,Corporate,Hyderabad
C1614,Client_Partner_1614,Corporate,Hyderabad
C1615,Client_Partner_1615,Corporate,Mumbai
C1616,Client_Partner_1616,Corporate,Delhi
C1617,Client_Partner_1617,Home Office,Delhi
C1618,Client_Partner_1618,Consumer,Hyderabad
C1619,Client_Partner_1619,Corporate,Mumbai
C1620,Client_Partner_1620,Corporate,Delhi
C1621,Client_Partner_1621,Consumer,Chennai
C1622,Client_Partner_1622,Corporate,Bengaluru
C1623,Client_Partner_1623,Consumer,Hyderabad
C1624,Client_Partner_1624,Consumer,Hyderabad
C1625,Client_Partner_1625,Consumer,Mumbai
C1626,Client_Partner_1626,Consumer,Mumbai
C1627,Client_Partner_1627,Home Office,Bangalore 
C1628,Client_Partner_1628,Consumer,Hyderabad
C1629,Client_Partner_1629,Home Office,Kolkata
C1630,Client_Partner_1630,Corporate,Hyderabad
C1631,Client_Partner_1631,Consumer,Delhi
C1632,Client_Partner_1632,Consumer,Bengaluru
C1633,Client_Partner_1633,Corporate,Kolkata
C1634,Client_Partner_1634,Corporate,Kolkata
C1635,Client_Partner_1635,Home Office,Bengaluru
C1636,Client_Partner_1636,Consumer,Hyderabad
C1637,Client_Partner_1637,Corporate,Delhi
C1638,Client_Partner_1638,Home Office,Kolkata
C1639,Client_Partner_1639,Consumer,Mumbai
C1640,Client_Partner_1640,Consumer,Delhi
C1641,Client_Partner_1641,Consumer,Kolkata
C1642,Client_Partner_1642,Consumer,Hyderabad
C1643,Client_Partner_1643,Corporate,Mumbai
C1644,Client_Partner_1644,Home Office,Kolkata
C1645,Client_Partner_1645,Corporate,Mumbai
C1646,Client_Partner_1646,Corporate,Hyderabad
C1647,Client_Partner_1647,Home Office,Bengaluru
C1648,Client_Partner_1648,Consumer,Bengaluru
C1649,Client_Partner_1649,Consumer,Mumbai
C1650,Client_Partner_1650,Home Office,Kolkata
C1651,Client_Partner_1651,Home Office,Mumbai
C1652,Client_Partner_1652,Home Office,Bengaluru
C1653,Client_Partner_1653,Consumer,Chennai
C1654,Client_Partner_1654,Home Office,Kolkata
C1655,Client_Partner_1655,Consumer,Mumbai
C1656,Client_Partner_1656,Home Office,Bangalore 
C1657,Client_Partner_1657,Corporate,Bangalore 
C1658,Client_Partner_1658,Corporate,Chennai
C1659,Client_Partner_1659,Consumer,Hyderabad
C1660,Client_Partner_1660,Corporate,Hyderabad
C1661,Client_Partner_1661,Home Office,Chennai
C1662,Client_Partner_1662,Home Office,Chennai
C1663,Client_Partner_1663,Consumer,Bengaluru
C1664,Client_Partner_1664,Home Office,Kolkata
C1665,Client_Partner_1665,Consumer,Delhi
C1666,Client_Partner_1666,Consumer,Kolkata
C1667,Client_Partner_1667,Corporate,Mumbai
C1668,Client_Partner_1668,Corporate,Hyderabad
C1669,Client_Partner_1669,Corporate,Chennai
C1670,Client_Partner_1670,Home Office,Kolkata
C1671,Client_Partner_1671,Home Office,Kolkata
C1672,Client_Partner_1672,Corporate,Kolkata
C1673,Client_Partner_1673,Corporate,Hyderabad
C1674,Client_Partner_1674,Home Office,Chennai
C1675,Client_Partner_1675,Home Office,Hyderabad
C1676,Client_Partner_1676,Consumer,Chennai
C1677,Client_Partner_1677,Consumer,Hyderabad
C1678,Client_Partner_1678,Corporate,Mumbai
C1679,Client_Partner_1679,Corporate,Delhi
C1680,Client_Partner_1680,Consumer,Chennai
C1681,Client_Partner_1681,Home Office,Kolkata
C1682,Client_Partner_1682,Corporate,Chennai
C1683,Client_Partner_1683,Home Office,Delhi
C1684,Client_Partner_1684,Consumer,Mumbai
C1685,Client_Partner_1685,Home Office,Kolkata
C1686,Client_Partner_1686,Corporate,Delhi
C1687,Client_Partner_1687,Consumer,Chennai
C1688,Client_Partner_1688,Corporate,Bengaluru
C1689,Client_Partner_1689,Home Office,Bengaluru
C1690,Client_Partner_1690,Corporate,Delhi
C1691,Client_Partner_1691,Home Office,Bengaluru
C1692,Client_Partner_1692,Home Office,Hyderabad
C1693,Client_Partner_1693,Corporate,Hyderabad
C1694,Client_Partner_1694,Home Office,Mumbai
C1695,Client_Partner_1695,Home Office,Bengaluru
C1696,Client_Partner_1696,Consumer,Mumbai
C1697,Client_Partner_1697,Corporate,Chennai
C1698,Client_Partner_1698,Consumer,Delhi
C1699,Client_Partner_1699,Home Office,Bengaluru
C1700,Client_Partner_1700,Consumer,Kolkata
C1701,Client_Partner_1701,Corporate,Mumbai
C1702,Client_Partner_1702,Home Office,Hyderabad
C1703,Client_Partner_1703,Consumer,Delhi
C1704,Client_Partner_1704,Consumer,Mumbai
C1705,Client_Partner_1705,Consumer,Hyderabad
C1706,Client_Partner_1706,Home Office,Kolkata
C1707,Client_Partner_1707,Consumer,Mumbai
C1708,Client_Partner_1708,Home Office,Mumbai
C1709,Client_Partner_1709,Home Office,Kolkata
C1710,Client_Partner_1710,Corporate,Hyderabad
C1711,Client_Partner_1711,Corporate,Chennai
C1712,Client_Partner_1712,Consumer,Kolkata
C1713,Client_Partner_1713,Home Office,Delhi
C1714,Client_Partner_1714,Consumer,Bengaluru
C1715,Client_Partner_1715,Home Office,Kolkata
C1716,Client_Partner_1716,Corporate,Delhi
C1717,Client_Partner_1717,Consumer,Hyderabad
C1718,Client_Partner_1718,Consumer,Chennai
C1719,Client_Partner_1719,Corporate,Bengaluru
C1720,Client_Partner_1720,Consumer,Delhi
C1721,Client_Partner_1721,Home Office,Kolkata
C1722,Client_Partner_1722,Corporate,Mumbai
C1723,Client_Partner_1723,Corporate,Chennai
C1724,Client_Partner_1724,Corporate,Mumbai
C1725,Client_Partner_1725,Consumer,Chennai
C1726,Client_Partner_1726,Corporate,Delhi
C1727,Client_Partner_1727,Corporate,Bengaluru
C1728,Client_Partner_1728,Consumer,Hyderabad
C1729,Client_Partner_1729,Home Office,Mumbai
C1730,Client_Partner_1730,Consumer,Mumbai
C1731,Client_Partner_1731,Consumer,Kolkata
C1732,Client_Partner_1732,Home Office,Bangalore 
C1733,Client_Partner_1733,Corporate,Delhi
C1734,Client_Partner_1734,Corporate,Mumbai
C1735,Client_Partner_1735,Corporate,Mumbai
C1736,Client_Partner_1736,Home Office,Kolkata
C1737,Client_Partner_1737,Consumer,Hyderabad
C1738,Client_Partner_1738,Home Office,Hyderabad
C1739,Client_Partner_1739,Corporate,Chennai
C1740,Client_Partner_1740,Home Office,Chennai
C1741,Client_Partner_1741,Consumer,Bengaluru
C1742,Client_Partner_1742,Home Office,Hyderabad
C1743,Client_Partner_1743,Corporate,Delhi
C1744,Client_Partner_1744,Home Office,Hyderabad
C1745,Client_Partner_1745,Corporate,Hyderabad
C1746,Client_Partner_1746,Consumer,Bangalore 
C1747,Client_Partner_1747,Home Office,Chennai
C1748,Client_Partner_1748,Corporate,BLR
C1749,Client_Partner_1749,Corporate,Bengaluru
C1750,Client_Partner_1750,Consumer,Kolkata
C1751,Client_Partner_1751,Consumer,Hyderabad
C1752,Client_Partner_1752,Home Office,Bengaluru
C1753,Client_Partner_1753,Corporate,Hyderabad
C1754,Client_Partner_1754,Consumer,Bengaluru
C1755,Client_Partner_1755,Home Office,Kolkata
C1756,Client_Partner_1756,Consumer,BLR
C1757,Client_Partner_1757,Home Office,Delhi
C1758,Client_Partner_1758,Corporate,Chennai
C1759,Client_Partner_1759,Consumer,Chennai
C1760,Client_Partner_1760,Consumer,Kolkata
C1761,Client_Partner_1761,Corporate,Kolkata
C1762,Client_Partner_1762,Corporate,Mumbai
C1763,Client_Partner_1763,Corporate,Kolkata
C1764,Client_Partner_1764,Home Office,Kolkata
C1765,Client_Partner_1765,Home Office,Kolkata
C1766,Client_Partner_1766,Home Office,Mumbai
C1767,Client_Partner_1767,Home Office,Hyderabad
C1768,Client_Partner_1768,Consumer,Kolkata
C1769,Client_Partner_1769,Corporate,Kolkata
C1770,Client_Partner_1770,Home Office,Delhi
C1771,Client_Partner_1771,Consumer,Bengaluru
C1772,Client_Partner_1772,Consumer,Delhi
C1773,Client_Partner_1773,Corporate,Kolkata
C1774,Client_Partner_1774,Home Office,
C1775,Client_Partner_1775,Home Office,Mumbai
C1776,Client_Partner_1776,Home Office,Chennai
C1777,Client_Partner_1777,Home Office,Chennai
C1778,Client_Partner_1778,Corporate,Mumbai
C1779,Client_Partner_1779,Corporate,Delhi
C1780,Client_Partner_1780,Home Office,Kolkata
C1781,Client_Partner_1781,Consumer,Hyderabad
C1782,Client_Partner_1782,Consumer,Bengaluru
C1783,Client_Partner_1783,Consumer,Bengaluru
C1784,Client_Partner_1784,Home Office,Delhi
C1785,Client_Partner_1785,Corporate,Hyderabad
C1786,Client_Partner_1786,Corporate,Mumbai
C1787,Client_Partner_1787,Corporate,Delhi
C1788,Client_Partner_1788,Corporate,Hyderabad
C1789,Client_Partner_1789,Home Office,Bangalore 
C1790,Client_Partner_1790,Corporate,Chennai
C1791,Client_Partner_1791,Corporate,Mumbai
C1792,Client_Partner_1792,Home Office,Chennai
C1793,Client_Partner_1793,Corporate,Delhi
C1794,Client_Partner_1794,Consumer,Delhi
C1795,Client_Partner_1795,Home Office,Bangalore 
C1796,Client_Partner_1796,Corporate,Kolkata
C1797,Client_Partner_1797,Consumer,Kolkata
C1798,Client_Partner_1798,Home Office,Delhi
C1799,Client_Partner_1799,Home Office,Delhi
C1800,Client_Partner_1800,Home Office,Kolkata
C1801,Client_Partner_1801,Corporate,Kolkata
C1802,Client_Partner_1802,Consumer,Kolkata
C1803,Client_Partner_1803,Home Office,Hyderabad
C1804,Client_Partner_1804,Home Office,Chennai
C1805,Client_Partner_1805,Home Office,Bangalore 
C1806,Client_Partner_1806,Consumer,Bengaluru
C1807,Client_Partner_1807,Consumer,Chennai
C1808,Client_Partner_1808,Consumer,Mumbai
C1809,Client_Partner_1809,Home Office,Chennai
C1810,Client_Partner_1810,Consumer,Bengaluru
C1811,Client_Partner_1811,Home Office,Bengaluru
C1812,Client_Partner_1812,Consumer,Kolkata
C1813,Client_Partner_1813,Home Office,Mumbai
C1814,Client_Partner_1814,Corporate,Hyderabad
C1815,Client_Partner_1815,Corporate,Mumbai
C1816,Client_Partner_1816,Corporate,BLR
C1817,Client_Partner_1817,Corporate,Bengaluru
C1818,Client_Partner_1818,Corporate,
C1819,Client_Partner_1819,Consumer,Chennai
C1820,Client_Partner_1820,Consumer,BLR
C1821,Client_Partner_1821,Consumer,Chennai
C1822,Client_Partner_1822,Corporate,Kolkata
C1823,Client_Partner_1823,Consumer,Hyderabad
C1824,Client_Partner_1824,Consumer,Kolkata
C1825,Client_Partner_1825,Home Office,Bengaluru
C1826,Client_Partner_1826,Corporate,Chennai
C1827,Client_Partner_1827,Corporate,Kolkata
C1828,Client_Partner_1828,Corporate,Delhi
C1829,Client_Partner_1829,Corporate,Kolkata
C1830,Client_Partner_1830,Consumer,Hyderabad
C1831,Client_Partner_1831,Home Office,Chennai
C1832,Client_Partner_1832,Corporate,Delhi
C1833,Client_Partner_1833,Consumer,Bengaluru
C1834,Client_Partner_1834,Consumer,Kolkata
C1835,Client_Partner_1835,Consumer,Bengaluru
C1836,Client_Partner_1836,Consumer,Mumbai
C1837,Client_Partner_1837,Home Office,Chennai
C1838,Client_Partner_1838,Home Office,Kolkata
C1839,Client_Partner_1839,Corporate,Mumbai
C1840,Client_Partner_1840,Home Office,Delhi
C1841,Client_Partner_1841,Home Office,Hyderabad
C1842,Client_Partner_1842,Home Office,Kolkata
C1843,Client_Partner_1843,Consumer,Mumbai
C1844,Client_Partner_1844,Home Office,Hyderabad
C1845,Client_Partner_1845,Consumer,Delhi
C1846,Client_Partner_1846,Corporate,Delhi
C1847,Client_Partner_1847,Home Office,Delhi
C1848,Client_Partner_1848,Consumer,Kolkata
C1849,Client_Partner_1849,Home Office,Mumbai
C1850,Client_Partner_1850,Consumer,Delhi
C1851,Client_Partner_1851,Corporate,
C1852,Client_Partner_1852,Consumer,Kolkata
C1853,Client_Partner_1853,Consumer,Chennai
C1854,Client_Partner_1854,Home Office,Bengaluru
C1855,Client_Partner_1855,Consumer,Chennai
C1856,Client_Partner_1856,Home Office,Chennai
C1857,Client_Partner_1857,Home Office,Mumbai
C1858,Client_Partner_1858,Corporate,Hyderabad
C1859,Client_Partner_1859,Consumer,Hyderabad
C1860,Client_Partner_1860,Corporate,Kolkata
C1861,Client_Partner_1861,Home Office,Kolkata
C1862,Client_Partner_1862,Consumer,Kolkata
C1863,Client_Partner_1863,Home Office,Hyderabad
C1864,Client_Partner_1864,Consumer,Hyderabad
C1865,Client_Partner_1865,Consumer,Kolkata
C1866,Client_Partner_1866,Home Office,Bengaluru
C1867,Client_Partner_1867,Home Office,Mumbai
C1868,Client_Partner_1868,Corporate,Kolkata
C1869,Client_Partner_1869,Corporate,Chennai
C1870,Client_Partner_1870,Corporate,Mumbai
C1871,Client_Partner_1871,Corporate,Chennai
C1872,Client_Partner_1872,Home Office,Hyderabad
C1873,Client_Partner_1873,Home Office,Mumbai
