order_id,customer_id,product_id,order_date,ship_date,quantity,discount_percent,courier_partner
ORD005902,C0834,P007,2026-02-04,2026-02-06,1,0.15,FedEx
ORD005903,C3663,P004,2025-04-16,2025-04-20,4,0.00,FedEx
ORD005904,C2075,P003,2025-04-09,2025-04-13,1,0.15,FedEx
ORD005905,C1019,P006,2025-03-17,,3,0.05,FedEx
ORD005906,C0592,P004,2025-10-21,2025-10-23,2,0.05,BlueDart
ORD005907,C3539,P001,2025-05-27,2025-05-29,4,0.00,BlueDart
ORD005908,C3062,P002,2025-06-05,2025-06-09,3,0.05,BlueDart
ORD005909,C3656,P006,2025-06-08,2025-06-12,2,0.00,BlueDart
ORD005910,C0158,P004,2025-10-19,2025-10-29,1,0.15,SwiftEx
ORD005911,C2822,P001,2025-12-29,2025-12-30,4,0.10,BlueDart
ORD005912,C1125,P003,2025-09-27,2025-09-30,1,0.20,DHL
ORD005913,C2901,P003,2025-12-31,2026-01-03,4,0.20,DHL
ORD005914,C0239,P002,2025-05-07,2025-05-17,3,0.15,SwiftEx
ORD005915,C1294,P007,2026-04-23,2026-05-08,2,0.15,SwiftEx
ORD005916,C3351,P005,2026-01-29,2026-01-30,1,0.05,DHL
ORD005917,C1550,P007,2025-04-26,2025-04-28,1,0.15,BlueDart
ORD005918,C0647,P006,2025-03-05,2025-03-17,2,0.05,SwiftEx
ORD005919,C3110,P003,2025-12-19,2025-12-23,1,0.15,FedEx
ORD005920,C2555,P003,2025-12-05,2025-12-06,4,0.25,BlueDart
ORD005921,C2121,P006,2026-02-19,2026-02-20,4,0.05,BlueDart
ORD005922,C4464,P003,2025-01-07,2025-01-08,3,0.20,BlueDart
ORD005923,C0642,P006,2025-02-16,2025-02-17,1,0.15,BlueDart
ORD005924,C0456,P002,2025-12-21,2026-01-04,2,0.05,SwiftEx
ORD005925,C1927,P006,2025-10-31,2025-11-02,1,0.10,DHL
ORD005926,C0392,P005,2026-03-15,2026-03-17,4,0.00,DHL
ORD005927,C4028,P004,2025-05-22,2025-05-26,2,0.15,FedEx
ORD005928,C1112,P005,2025-11-25,2025-12-06,4,0.05,SwiftEx
ORD005929,C2872,P007,2025-03-24,2025-03-27,4,0.05,FedEx
ORD005930,C1214,P002,2025-05-29,2025-06-01,3,0.05,FedEx
ORD005931,C3079,P007,2025-11-10,2025-11-22,3,0.10,SwiftEx
ORD005932,C1724,P003,2026-04-26,2026-05-08,5,0.30,SwiftEx
ORD005933,C0465,P006,2025-12-31,2026-01-03,2,0.15,DHL
ORD005934,C2395,P006,2025-10-02,2025-10-16,4,0.00,SwiftEx
ORD005935,C2341,P005,2025-02-17,2025-02-20,4,0.15,DHL
ORD005936,C2336,P001,2025-12-21,2025-12-24,2,0.00,DHL
ORD005937,C4528,P003,2025-11-14,2025-11-17,4,0.20,BlueDart
ORD005938,C3022,P006,2025-08-23,2025-08-24,5,0.00,FedEx
ORD005939,C3737,P006,2026-03-01,2026-03-03,1,0.15,DHL
ORD005940,C4248,P006,2025-06-16,2025-06-18,1,0.10,DHL
ORD005941,C3871,P007,2025-05-26,2025-05-30,4,0.15,BlueDart
ORD005942,C3385,P001,2025-08-10,2025-08-13,1,0.15,DHL
ORD005943,C1539,P001,2025-01-18,2025-01-22,4,0.15,DHL
ORD005944,C4868,P007,2025-12-18,2026-01-02,2,0.05,SwiftEx
ORD005945,C1266,P003,2025-01-10,2025-01-12,1,0.15,DHL
ORD005946,C3624,P005,2025-02-11,2025-02-25,2,0.15,SwiftEx
ORD005947,C2701,P007,2026-03-31,2026-04-02,4,0.15,BlueDart
ORD005948,C2205,P003,2026-02-08,2026-02-10,1,0.15,DHL
ORD005949,C4883,P002,2025-12-30,2026-01-01,3,0.00,BlueDart
ORD005950,C4171,P002,2025-11-20,2025-12-03,4,0.00,SwiftEx
ORD005951,C1384,P007,2025-03-14,2025-03-24,3,0.00,SwiftEx
ORD005952,C3536,P004,2025-01-10,2025-01-14,3,0.15,BlueDart
ORD005953,C2139,P003,2025-10-31,2025-11-04,1,0.30,FedEx
ORD005954,C1769,P007,2025-07-12,2025-07-16,4,0.15,DHL
ORD005955,C4693,P004,2025-10-30,2025-10-31,5,0.10,BlueDart
ORD005956,C1830,P001,2025-10-20,2025-10-21,1,0.05,BlueDart
ORD005957,C4997,P001,2025-06-25,2025-07-10,5,0.05,SwiftEx
ORD005958,C3017,P005,2025-04-17,2025-05-03,2,0.00,SwiftEx
ORD005959,C3628,P003,2025-02-16,2025-02-17,2,0.25,FedEx
ORD005960,C2282,P005,2025-03-11,2025-03-12,3,0.00,FedEx
ORD005961,C3638,P002,2025-04-11,2025-04-23,4,0.10,SwiftEx
ORD005962,C0491,P007,2025-07-27,2025-07-28,4,0.05,DHL
ORD005963,C0081,P005,2025-11-09,2025-11-19,2,0.10,SwiftEx
ORD005964,C0090,P001,2026-01-22,2026-01-26,2,0.05,DHL
ORD005965,C4742,P005,2025-06-10,2025-06-24,1,0.00,SwiftEx
ORD005966,C2418,P004,2025-03-01,2025-03-03,1,0.15,FedEx
ORD005967,C3957,P004,2026-04-25,2026-04-26,3,0.15,BlueDart
ORD005968,C4291,P007,2025-01-05,2025-01-09,5,0.15,BlueDart
ORD005969,C4379,P005,2025-07-24,2025-07-27,3,0.00,BlueDart
ORD005970,C4454,P005,2026-03-03,2026-03-05,2,0.05,BlueDart
ORD005971,C3459,P007,2026-03-28,2026-04-13,4,0.15,SwiftEx
ORD005972,C4657,P004,2026-02-14,2026-02-15,3,0.10,FedEx
ORD005973,C4202,P007,2025-05-22,2025-06-03,2,0.15,SwiftEx
ORD005974,C2482,P002,2025-01-14,2025-01-17,1,0.00,BlueDart
ORD005975,C4451,P006,2025-01-28,2025-02-01,4,0.05,FedEx
ORD005976,C4855,P005,2025-08-19,2025-09-01,3,0.05,SwiftEx
ORD005977,C1694,P002,2025-05-05,2025-05-09,5,0.15,FedEx
ORD005978,C1170,P002,2025-04-23,2025-04-25,1,0.10,BlueDart
ORD005979,C0816,P007,2026-03-23,2026-03-25,2,0.15,DHL
ORD005980,C3068,P002,2025-02-25,2025-03-01,2,0.05,BlueDart
ORD005981,C3216,P005,2025-01-20,2025-01-21,4,0.10,DHL
ORD005982,C0835,P006,2025-11-05,2025-11-06,4,0.10,DHL
ORD005983,C1686,P005,2025-11-30,2025-12-12,2,0.05,SwiftEx
ORD005984,C3083,P004,2026-02-13,2026-02-25,4,0.05,SwiftEx
ORD005985,C1260,P001,2026-03-05,2026-03-18,1,0.05,SwiftEx
ORD005986,C1696,P005,2025-04-18,2025-04-22,2,0.10,DHL
ORD005987,C0690,P006,2025-05-26,2025-05-29,1,0.00,DHL
ORD005988,C2107,P005,2025-01-07,2025-01-08,5,0.15,BlueDart
ORD005989,C1173,P005,2025-07-11,,2,0.00,BlueDart
ORD005990,C2075,P004,2025-04-27,2025-04-28,5,0.05,DHL
ORD005991,C4458,P003,2025-08-09,2025-08-22,1,0.30,SwiftEx
ORD005992,C1300,P005,2026-03-27,2026-03-30,3,0.10,DHL
ORD005993,C0963,P006,2025-12-07,2025-12-23,1,0.00,SwiftEx
ORD005994,C2262,P005,2025-08-19,2025-08-21,1,0.10,FedEx
ORD005995,C0395,P006,2026-01-25,,4,0.15,FedEx
ORD005996,C0196,P004,2025-06-28,2025-07-02,5,0.00,BlueDart
ORD005997,C1443,P001,2026-03-31,2026-04-02,1,0.10,BlueDart
ORD005998,C3737,P007,2025-09-18,2025-09-22,2,0.10,DHL
ORD005999,C4821,P007,2025-02-19,2025-02-22,4,0.15,FedEx
ORD006000,C0341,P002,2026-01-28,2026-01-29,1,0.10,BlueDart
ORD006001,C0279,P002,2025-07-25,2025-07-29,5,0.10,DHL
ORD006002,C0248,P005,2026-04-23,2026-04-25,4,0.00,DHL
ORD006003,C4416,P001,2025-01-03,2025-01-07,1,0.15,BlueDart
ORD006004,C1225,P007,2025-06-09,2025-06-10,1,0.05,DHL
ORD006005,C3210,P002,2025-12-04,2025-12-14,4,0.00,SwiftEx
ORD006006,C2496,P007,2025-02-06,2025-02-19,4,0.05,SwiftEx
ORD006007,C4153,P005,2025-09-24,2025-09-25,3,0.00,DHL
ORD006008,C4122,P007,2025-02-16,2025-02-19,2,0.05,BlueDart
ORD006009,C0513,P006,2025-05-25,2025-05-26,5,0.00,DHL
ORD006010,C4982,P002,2026-04-26,2026-05-09,3,0.15,SwiftEx
ORD006011,C0859,P002,2025-05-30,2025-06-01,3,0.05,BlueDart
ORD006012,C1659,P002,2025-10-30,2025-11-03,4,0.15,FedEx
ORD006013,C2096,P003,2025-10-19,2025-10-21,1,0.20,DHL
ORD006014,C0938,P007,2025-05-16,2025-06-01,5,0.00,SwiftEx
ORD006015,C0186,P004,2025-02-15,2025-02-16,1,0.10,BlueDart
ORD006016,C4503,P001,2025-05-22,2025-05-26,2,0.15,BlueDart
ORD006017,C4378,P003,2025-02-09,2025-02-11,4,0.15,FedEx
ORD006018,C3595,P006,2025-12-25,2025-12-26,5,0.15,FedEx
ORD006019,C2878,P001,2025-01-24,2025-01-27,5,0.00,DHL
ORD006020,C0540,P003,2025-05-08,2025-05-24,1,0.20,SwiftEx
ORD006021,C4248,P001,2025-12-03,2025-12-13,5,0.00,SwiftEx
ORD006022,C4932,P005,2025-03-16,2025-03-18,5,0.00,DHL
ORD006023,C3230,P002,2025-06-13,2025-06-15,2,0.05,DHL
ORD006024,C3730,P006,2025-11-12,2025-11-14,3,0.15,DHL
ORD006025,C2587,P003,2025-10-04,2025-10-06,4,0.30,BlueDart
ORD006026,C4732,P007,2025-11-12,2025-11-16,4,0.00,BlueDart
ORD006027,C4136,P006,2025-07-05,2025-07-06,4,0.10,FedEx
ORD006028,C4333,P002,2026-02-11,2026-02-12,4,0.00,DHL
ORD006029,C2797,P004,2025-08-23,2025-08-25,1,0.10,DHL
ORD006030,C4656,P004,2025-02-24,2025-02-27,3,0.15,BlueDart
ORD006031,C1321,P007,2026-02-28,2026-03-03,3,0.10,FedEx
ORD006032,C2828,P004,2026-04-15,2026-04-16,1,0.10,BlueDart
ORD006033,C0289,P003,2025-05-05,2025-05-08,3,0.15,FedEx
ORD006034,C2397,P007,2026-02-17,2026-02-19,3,0.00,DHL
ORD006035,C3063,P007,2025-04-05,2025-04-06,2,0.00,BlueDart
ORD006036,C3938,P002,2025-08-16,2025-08-18,5,0.10,DHL
ORD006037,C1724,P002,2025-04-08,2025-04-12,5,0.10,BlueDart
ORD006038,C2025,P001,2025-06-22,2025-06-26,3,0.05,DHL
ORD006039,C1271,P003,2025-05-05,2025-05-09,1,0.20,DHL
ORD006040,C3176,P002,2025-09-05,2025-09-07,2,0.05,BlueDart
ORD006041,C2114,P007,2026-04-10,2026-04-11,4,0.15,DHL
ORD006042,C1024,P001,2026-02-26,2026-03-01,1,0.15,FedEx
ORD006043,C3994,P004,2026-03-27,2026-03-31,5,0.05,FedEx
ORD006044,C1263,P006,2025-08-22,2025-08-24,1,0.05,DHL
ORD006045,C0777,P005,2026-02-18,2026-03-02,2,0.00,SwiftEx
ORD006046,C3318,P004,2025-09-11,2025-09-14,3,0.10,FedEx
ORD006047,C4349,P005,2025-10-05,2025-10-07,2,0.00,DHL
ORD006048,C2841,P003,2025-02-10,2025-02-22,4,0.30,SwiftEx
ORD006049,C4811,P004,2025-06-12,2025-06-14,5,0.00,BlueDart
ORD006050,C2564,P003,2026-01-23,2026-01-27,1,0.15,DHL
ORD006051,C2354,P001,2026-03-23,2026-03-25,3,0.10,DHL
ORD006052,C1926,P004,2026-01-09,2026-01-12,4,0.10,BlueDart
ORD006053,C4782,P005,2025-10-10,2025-10-14,2,0.15,DHL
ORD006054,C3264,P005,2025-01-10,2025-01-12,4,0.05,DHL
ORD006055,C2446,P003,2025-10-02,2025-10-12,3,0.15,SwiftEx
ORD006056,C2938,P007,2025-02-16,2025-02-20,3,0.05,BlueDart
ORD006057,C1425,P006,2026-01-14,2026-01-18,5,0.05,DHL
ORD006058,C2200,P007,2025-04-05,2025-04-09,2,0.15,BlueDart
ORD006059,C0079,P007,2025-08-12,2025-08-13,3,0.05,DHL
ORD006060,C2934,P005,2025-03-24,2025-04-09,3,0.05,SwiftEx
ORD006061,C1062,P002,2026-01-18,2026-02-02,1,0.05,SwiftEx
ORD006062,C1412,P005,2026-02-27,2026-03-02,4,0.15,FedEx
ORD006063,C2576,P003,2025-10-06,2025-10-18,1,0.15,SwiftEx
ORD006064,C1423,P004,2025-06-09,2025-06-22,4,0.10,SwiftEx
ORD006065,C3775,P001,2025-04-22,2025-04-24,4,0.00,FedEx
ORD006066,C2512,P006,2025-04-04,2025-04-17,5,0.00,SwiftEx
ORD006067,C3650,P003,2026-04-22,2026-04-26,1,0.25,DHL
ORD006068,C0658,P006,2025-09-23,2025-09-26,3,0.00,BlueDart
ORD006069,C2189,P002,2025-09-16,2025-09-20,3,0.00,FedEx
ORD006070,C3982,P005,2025-01-14,2025-01-18,1,0.10,DHL
ORD006071,C1122,P002,2025-08-10,2025-08-14,2,0.05,DHL
ORD006072,C4578,P004,2025-07-24,2025-07-25,2,0.05,FedEx
ORD006073,C0643,P001,2026-01-21,2026-01-25,2,0.00,FedEx
ORD006074,C1777,P002,2026-02-05,2026-02-21,3,0.00,SwiftEx
ORD006075,C1808,P005,2026-03-10,2026-03-12,5,0.10,FedEx
ORD006076,C3213,P004,2025-03-07,2025-03-08,2,0.10,BlueDart
ORD006077,C0192,P005,2025-03-20,2025-03-23,2,0.10,BlueDart
ORD006078,C0587,P005,2026-04-22,2026-04-24,2,0.10,FedEx
ORD006079,C0656,P002,2025-11-17,2025-11-19,2,0.15,DHL
ORD006080,C3915,P006,2025-10-19,2025-10-23,1,0.10,DHL
ORD006081,C2824,P001,2025-07-25,2025-07-29,3,0.00,BlueDart
ORD006082,C2936,P005,2025-02-28,2025-03-02,4,0.10,FedEx
ORD006083,C0130,P005,2025-04-30,2025-05-01,5,0.10,DHL
ORD006084,C2699,P007,2025-03-18,2025-03-19,4,0.05,BlueDart
ORD006085,C1448,P003,2025-09-11,2025-09-24,3,0.25,SwiftEx
ORD006086,C2911,P003,2026-03-13,2026-03-15,5,0.25,FedEx
ORD006087,C2256,P003,2025-04-29,2025-05-02,4,0.25,FedEx
ORD006088,C2687,P002,2025-01-03,2025-01-19,2,0.10,SwiftEx
ORD006089,C4991,P003,2026-02-16,2026-02-20,5,0.15,BlueDart
ORD006090,C3255,P003,2025-04-20,2025-04-23,3,0.15,FedEx
ORD006091,C2796,P007,2025-10-01,2025-10-05,4,0.05,BlueDart
ORD006092,C3451,P004,2025-10-06,2025-10-10,2,0.05,FedEx
ORD006093,C1627,P004,2025-05-05,2025-05-06,4,0.10,BlueDart
ORD006094,C0550,P005,2025-04-25,2025-04-28,5,0.10,DHL
ORD006095,C0583,P006,2025-04-05,2025-04-18,5,0.05,SwiftEx
ORD006096,C2932,P004,2025-07-16,2025-07-17,3,0.10,FedEx
ORD006097,C0168,P004,2026-03-12,2026-03-14,4,0.05,BlueDart
ORD006098,C3408,P007,2025-12-27,2025-12-29,2,0.15,FedEx
ORD006099,C3371,P001,2025-05-25,2025-06-06,4,0.05,SwiftEx
ORD006100,C2995,P001,2025-08-15,2025-08-26,5,0.15,SwiftEx
ORD006101,C2167,P005,2025-04-22,2025-04-26,5,0.15,BlueDart
ORD006102,C4810,P007,2025-11-18,2025-11-22,1,0.10,FedEx
ORD006103,C1069,P005,2025-09-04,2025-09-05,4,0.05,DHL
ORD006104,C3135,P003,2025-08-22,2025-09-03,2,0.15,SwiftEx
ORD006105,C0414,P002,2025-10-16,2025-10-31,2,0.00,SwiftEx
ORD006106,C0924,P007,2026-03-22,2026-03-26,3,0.15,FedEx
ORD006107,C1422,P001,2025-11-11,2025-11-21,1,0.05,SwiftEx
ORD006108,C4441,P002,2025-06-02,2025-06-18,3,0.00,SwiftEx
ORD006109,C4831,P005,2025-12-01,2025-12-04,4,0.05,FedEx
ORD006110,C3686,P004,2025-09-06,2025-09-10,1,0.15,FedEx
ORD006111,C1600,P002,2025-07-22,2025-07-25,4,0.15,BlueDart
ORD006112,C0243,P004,2026-01-15,2026-01-17,4,0.00,BlueDart
ORD006113,C0135,P005,2025-10-17,2025-10-31,2,0.15,SwiftEx
ORD006114,C1166,P003,2025-01-15,2025-01-26,3,0.15,SwiftEx
ORD006115,C1205,P001,2025-03-14,2025-03-15,5,0.15,BlueDart
ORD006116,C2078,P002,2025-08-22,2025-08-23,3,0.00,DHL
ORD006117,C1436,P006,2025-01-12,2025-01-13,4,0.15,FedEx
ORD006118,C3950,P007,2026-01-10,2026-01-13,1,0.10,BlueDart
ORD006119,C0973,P007,2026-02-05,2026-02-07,4,0.05,FedEx
ORD006120,C4890,P002,2025-01-18,2025-01-19,2,0.00,DHL
ORD006121,C2145,P003,2025-03-11,2025-03-12,5,0.15,DHL
ORD006122,C0324,P004,2026-02-28,2026-03-03,3,0.00,FedEx
ORD006123,C1088,P005,2025-06-03,2025-06-06,5,0.00,DHL
ORD006124,C0894,P005,2025-08-16,2025-08-30,5,0.00,SwiftEx
ORD006125,C1762,P001,2026-04-08,2026-04-12,4,0.15,BlueDart
ORD006126,C2371,P007,2026-04-06,2026-04-19,3,0.15,SwiftEx
ORD006127,C0350,P007,2025-03-28,2025-04-10,3,0.15,SwiftEx
ORD006128,C4232,P004,2025-07-26,2025-07-27,4,0.10,DHL
ORD006129,C1880,P001,2025-08-25,2025-08-28,2,0.10,DHL
ORD006130,C2251,P001,2026-02-08,2026-02-20,4,0.10,SwiftEx
ORD006131,C2491,P006,2025-01-18,2025-01-19,3,0.10,BlueDart
ORD006132,C4039,P007,2025-02-01,2025-02-04,3,0.15,FedEx
ORD006133,C2568,P006,2025-02-27,2025-03-12,3,0.10,SwiftEx
ORD006134,C2148,P002,2025-04-23,2025-05-08,2,0.00,SwiftEx
ORD006135,C1750,P001,2025-04-04,2025-04-19,2,0.15,SwiftEx
ORD006136,C3390,P005,2025-10-10,2025-10-14,2,0.15,BlueDart
ORD006137,C3711,P003,2025-02-10,2025-02-26,2,0.25,SwiftEx
ORD006138,C1729,P003,2026-01-05,2026-01-09,5,0.30,FedEx
ORD006139,C1955,P003,2025-09-10,2025-09-12,3,0.30,DHL
ORD006140,C0705,P007,2025-03-31,2025-04-16,1,0.15,SwiftEx
ORD006141,C1478,P002,2025-10-29,2025-11-11,2,0.15,SwiftEx
ORD006142,C2190,P001,2025-07-14,2025-07-16,1,0.10,DHL
ORD006143,C3530,P002,2025-01-08,2025-01-10,4,0.10,BlueDart
ORD006144,C2790,P002,2025-11-26,2025-11-27,5,0.15,BlueDart
ORD006145,C4469,P002,2025-02-27,2025-02-28,1,0.15,FedEx
ORD006146,C0142,P007,2025-06-15,2025-06-17,2,0.15,DHL
ORD006147,C3787,P004,2025-09-14,2025-09-29,5,0.05,SwiftEx
ORD006148,C0720,P006,2026-01-25,2026-01-29,5,0.10,BlueDart
ORD006149,C3013,P002,2026-01-22,2026-02-07,1,0.05,SwiftEx
ORD006150,C1177,P004,2025-02-21,2025-02-23,5,0.00,FedEx
ORD006151,C4695,P001,2025-04-07,2025-04-22,2,0.10,SwiftEx
ORD006152,C4388,P005,2025-01-28,2025-01-29,4,0.10,BlueDart
ORD006153,C4139,P002,2026-04-20,2026-04-22,2,0.15,DHL
ORD006154,C2698,P001,2026-04-18,2026-04-20,1,0.15,BlueDart
ORD006155,C0513,P002,2025-04-10,2025-04-14,4,0.10,DHL
ORD006156,C1195,P005,2025-09-28,2025-10-01,4,0.10,BlueDart
ORD006157,C4966,P003,2025-01-01,2025-01-02,3,0.25,FedEx
ORD006158,C2516,P005,2026-04-06,2026-04-16,4,0.10,SwiftEx
ORD006159,C4745,P004,2026-03-26,2026-03-30,4,0.15,DHL
ORD006160,C4974,P005,2025-06-17,2025-06-21,5,0.05,DHL
ORD006161,C2210,P002,2025-09-18,2025-09-21,5,0.00,FedEx
ORD006162,C2853,P006,2025-03-26,2025-03-27,4,0.10,FedEx
ORD006163,C2931,P001,2026-01-13,2026-01-14,3,0.10,BlueDart
ORD006164,C4546,P005,2026-03-31,2026-04-03,1,0.00,BlueDart
ORD006165,C0219,P007,2026-03-02,2026-03-05,3,0.10,DHL
ORD006166,C3947,P005,2025-08-09,2025-08-12,3,0.10,FedEx
ORD006167,C3066,P002,2025-08-02,2025-08-04,3,0.15,DHL
ORD006168,C3331,P001,2025-03-05,2025-03-08,1,0.05,DHL
ORD006169,C0260,P002,2025-02-18,2025-02-21,3,0.15,FedEx
ORD006170,C4687,P004,2025-05-17,2025-05-27,5,0.15,SwiftEx
ORD006171,C4731,P003,2025-12-31,2026-01-03,2,0.25,BlueDart
ORD006172,C3924,P006,2025-01-29,2025-01-31,3,0.15,FedEx
ORD006173,C0738,P004,2025-04-17,2025-04-21,2,0.10,BlueDart
ORD006174,C4982,P001,2025-11-02,2025-11-06,5,0.10,BlueDart
ORD006175,C1110,P001,2025-03-19,2025-04-02,4,0.10,SwiftEx
ORD006176,C2880,P004,2025-04-22,2025-05-06,5,0.00,SwiftEx
ORD006177,C0377,P005,2026-02-03,2026-02-13,1,0.10,SwiftEx
ORD006178,C0770,P001,2026-04-18,2026-04-20,1,0.05,DHL
ORD006179,C4381,P007,2025-03-27,2025-03-31,1,0.05,DHL
ORD006180,C4946,P005,2025-08-12,2025-08-13,4,0.10,FedEx
ORD006181,C1890,P003,2025-05-10,2025-05-12,3,0.15,DHL
ORD006182,C1253,P007,2025-04-17,2025-04-21,4,0.00,FedEx
ORD006183,C1161,P006,2025-07-23,2025-07-27,4,0.00,BlueDart
ORD006184,C0963,P004,2025-01-29,2025-01-30,3,0.10,FedEx
ORD006185,C4727,P004,2025-08-05,2025-08-08,4,0.10,FedEx
ORD006186,C0653,P002,2026-04-01,2026-04-04,2,0.00,BlueDart
ORD006187,C2768,P004,2025-11-24,2025-11-25,2,0.10,BlueDart
ORD006188,C4566,P007,2025-07-07,2025-07-19,2,0.15,SwiftEx
ORD006189,C0037,P002,2025-04-07,2025-04-11,3,0.10,BlueDart
ORD006190,C4464,P002,2025-05-09,2025-05-13,5,0.05,FedEx
ORD006191,C2756,P003,2025-10-13,2025-10-15,2,0.25,FedEx
ORD006192,C2029,P005,2025-06-02,2025-06-05,5,0.00,FedEx
ORD006193,C0805,P002,2026-01-20,2026-02-03,2,0.15,SwiftEx
ORD006194,C2797,P007,2025-12-08,2025-12-11,3,0.10,FedEx
ORD006195,C2336,P006,2025-03-22,2025-03-24,4,0.10,BlueDart
ORD006196,C3970,P002,2025-06-24,2025-06-28,5,0.00,FedEx
ORD006197,C1641,P006,2025-03-05,2025-03-07,1,0.05,BlueDart
ORD006198,C1018,P007,2025-01-12,2025-01-15,2,0.05,BlueDart
ORD006199,C2805,P007,2026-01-03,2026-01-14,3,0.00,SwiftEx
ORD006200,C0034,P007,2025-08-20,2025-09-04,2,0.15,SwiftEx
ORD006201,C3215,P007,2025-09-21,2025-09-22,4,0.00,DHL
ORD006202,C4466,P007,2025-06-15,2025-06-18,1,0.00,BlueDart
ORD006203,C0514,P004,2025-02-04,2025-02-05,2,0.10,BlueDart
ORD006204,C1180,P003,2025-01-23,2025-02-07,2,0.25,SwiftEx
ORD006205,C0525,P006,2025-09-17,2025-09-19,1,0.00,DHL
ORD006206,C2854,P005,2025-11-26,2025-11-30,1,0.00,FedEx
ORD006207,C0959,P003,2025-04-20,2025-04-22,1,0.15,DHL
ORD006208,C1340,P004,2025-12-31,2026-01-02,3,0.05,BlueDart
ORD006209,C2913,P004,2025-01-10,2025-01-20,1,0.00,SwiftEx
ORD006210,C0626,P001,2025-01-09,2025-01-10,3,0.05,DHL
ORD006211,C1331,P004,2025-09-20,2025-10-03,4,0.10,SwiftEx
ORD006212,C2374,P006,2025-08-23,2025-08-27,1,0.15,DHL
ORD006213,C3721,P003,2025-11-10,2025-11-11,1,0.25,BlueDart
ORD006214,C1962,P003,2025-03-08,2025-03-11,1,0.30,DHL
ORD006215,C4341,P007,2025-05-16,2025-05-31,4,0.10,SwiftEx
ORD006216,C2743,P006,2026-04-19,2026-04-22,2,0.10,DHL
ORD006217,C2677,P001,2026-03-31,2026-04-14,4,0.10,SwiftEx
ORD006218,C1681,P005,2026-01-21,2026-01-24,1,0.05,FedEx
ORD006219,C4735,P002,2025-02-22,2025-02-25,2,0.10,FedEx
ORD006220,C4535,P006,2026-04-02,2026-04-16,4,0.15,SwiftEx
ORD006221,C1937,P007,2025-08-29,2025-08-30,1,0.00,FedEx
ORD006222,C2762,P002,2025-10-21,2025-10-24,4,0.10,BlueDart
ORD006223,C3763,P003,2025-03-05,2025-03-07,5,0.30,FedEx
ORD006224,C2002,P007,2025-08-11,2025-08-22,4,0.05,SwiftEx
ORD006225,C2513,P005,2025-09-25,2025-10-10,1,0.10,SwiftEx
ORD006226,C2537,P004,2025-07-04,2025-07-07,3,0.15,DHL
ORD006227,C3126,P003,2025-10-16,2025-10-17,4,0.15,BlueDart
ORD006228,C1922,P004,2026-04-07,2026-04-17,5,0.15,SwiftEx
ORD006229,C2238,P002,2025-04-18,2025-04-22,2,0.10,DHL
ORD006230,C1192,P001,2025-03-11,2025-03-13,1,0.15,FedEx
ORD006231,C0184,P003,2025-06-09,2025-06-13,4,0.30,DHL
ORD006232,C4637,P007,2025-09-15,2025-09-18,1,0.10,FedEx
ORD006233,C4679,P002,2025-02-10,2025-02-24,5,0.05,SwiftEx
ORD006234,C2399,P004,2025-05-16,2025-05-28,4,0.10,SwiftEx
ORD006235,C1634,P005,2025-12-18,2025-12-20,1,0.10,FedEx
ORD006236,C2422,P003,2025-11-24,2025-11-28,2,0.20,FedEx
ORD006237,C2221,P004,2025-11-03,2025-11-06,4,0.10,BlueDart
ORD006238,C1018,P002,2026-01-17,2026-01-21,4,0.10,DHL
ORD006239,C0828,P007,2025-12-30,2026-01-01,5,0.05,BlueDart
ORD006240,C0830,P006,2025-05-07,2025-05-11,3,0.10,FedEx
ORD006241,C0408,P007,2025-04-02,2025-04-03,4,0.05,FedEx
ORD006242,C0141,P005,2025-02-02,2025-02-04,2,0.05,DHL
ORD006243,C1671,P007,2025-04-14,2025-04-18,3,0.00,DHL
ORD006244,C3206,P002,2025-09-02,2025-09-13,2,0.15,SwiftEx
ORD006245,C2407,P004,2025-02-09,2025-02-13,3,0.05,DHL
ORD006246,C2620,P003,2025-08-23,2025-08-27,1,0.15,DHL
ORD006247,C4423,P007,2025-04-04,2025-04-06,3,0.00,BlueDart
ORD006248,C3852,P001,2025-11-19,2025-11-22,5,0.10,BlueDart
ORD006249,C2739,P007,2025-02-01,2025-02-03,4,0.00,BlueDart
ORD006250,C0316,P007,2025-10-06,2025-10-07,3,0.05,FedEx
ORD006251,C1076,P003,2025-09-30,2025-10-03,5,0.20,BlueDart
ORD006252,C4424,P006,2026-03-18,2026-03-20,4,0.10,BlueDart
ORD006253,C1635,P001,2025-01-01,2025-01-02,1,0.00,BlueDart
ORD006254,C2723,P006,2025-01-19,2025-01-22,5,0.00,BlueDart
ORD006255,C4975,P002,2026-01-18,2026-01-20,2,0.10,DHL
ORD006256,C3477,P005,2026-04-14,2026-04-16,2,0.10,DHL
ORD006257,C3110,P007,2025-12-14,2025-12-17,5,0.00,BlueDart
ORD006258,C3814,P001,2025-08-31,2025-09-04,1,0.10,FedEx
ORD006259,C2923,P003,2026-03-11,2026-03-26,2,0.25,SwiftEx
ORD006260,C4595,P007,2026-04-14,2026-04-17,4,0.05,FedEx
ORD006261,C0616,P004,2025-10-12,2025-10-16,5,0.15,DHL
ORD006262,C4907,P007,2025-04-15,2025-04-16,5,0.10,FedEx
ORD006263,C4985,P001,2025-05-08,2025-05-10,4,0.05,FedEx
ORD006264,C4362,P006,2025-08-01,2025-08-14,2,0.10,SwiftEx
