return_id,order_id,return_reason
RET201552,ORD011895,Late Delivery
RET201553,ORD011899,Late Delivery
RET201554,ORD011912,Late Delivery
RET201555,ORD011913,Late Delivery
RET201556,ORD011919,Late Delivery
RET201557,ORD011921,Late Delivery
RET201558,ORD011924,Late Delivery
RET201559,ORD011930,Late Delivery
RET201560,ORD011954,Late Delivery
RET201561,ORD011958,Late Delivery
RET201562,ORD011973,Late Delivery
RET201563,ORD011979,Late Delivery
RET201564,ORD011980,Late Delivery
RET201565,ORD011983,Late Delivery
RET201566,ORD011996,Late Delivery
RET201567,ORD012005,Late Delivery
RET201568,ORD012011,Late Delivery
RET201569,ORD012016,Changed Mind
RET201570,ORD012017,Changed Mind
RET201571,ORD012019,Late Delivery
RET201572,ORD012023,Late Delivery
RET201573,ORD012029,Late Delivery
RET201574,ORD012037,Late Delivery
RET201575,ORD012047,Late Delivery
RET201576,ORD012048,Late Delivery
RET201577,ORD012059,Late Delivery
RET201578,ORD012060,Late Delivery
RET201579,ORD012063,Late Delivery
RET201580,ORD012075,Late Delivery
RET201581,ORD012077,Late Delivery
RET201582,ORD012090,Late Delivery
RET201583,ORD012103,Late Delivery
RET201584,ORD012114,Late Delivery
RET201585,ORD012133,Late Delivery
RET201586,ORD012136,Late Delivery
RET201587,ORD012138,Late Delivery
RET201588,ORD012139,Late Delivery
RET201589,ORD012153,Defective
RET201590,ORD012193,Late Delivery
RET201591,ORD012205,Late Delivery
RET201592,ORD012221,Late Delivery
RET201593,ORD012234,Late Delivery
RET201594,ORD012239,Late Delivery
RET201595,ORD012253,Late Delivery
RET201596,ORD012271,Late Delivery
RET201597,ORD012273,Late Delivery
RET201598,ORD012278,Late Delivery
RET201599,ORD012279,Late Delivery
RET201600,ORD012285,Late Delivery
RET201601,ORD012298,Late Delivery
RET201602,ORD012308,Late Delivery
RET201603,ORD012315,Wrong Item
RET201604,ORD012316,Changed Mind
RET201605,ORD012321,Late Delivery
RET201606,ORD012324,Late Delivery
RET201607,ORD012328,Defective
RET201608,ORD012334,Late Delivery
RET201609,ORD012341,Late Delivery
RET201610,ORD012351,Late Delivery
RET201611,ORD012354,Late Delivery
RET201612,ORD012372,Late Delivery
RET201613,ORD012381,Late Delivery
RET201614,ORD012384,Defective
RET201615,ORD012391,Wrong Item
RET201616,ORD012395,Late Delivery
RET201617,ORD012397,Late Delivery
RET201618,ORD012406,Late Delivery
RET201619,ORD012408,Late Delivery
RET201620,ORD012425,Late Delivery
RET201621,ORD012431,Late Delivery
RET201622,ORD012441,Defective
RET201623,ORD012443,Late Delivery
RET201624,ORD012446,Late Delivery
RET201625,ORD012450,Late Delivery
RET201626,ORD012463,Late Delivery
RET201627,ORD012472,Late Delivery
RET201628,ORD012492,Late Delivery
RET201629,ORD012494,Late Delivery
RET201630,ORD012506,Late Delivery
RET201631,ORD012519,Late Delivery
RET201632,ORD012527,Late Delivery
RET201633,ORD012530,Late Delivery
RET201634,ORD012540,Late Delivery
RET201635,ORD012545,Late Delivery
RET201636,ORD012546,Late Delivery
RET201637,ORD012559,Late Delivery
RET201638,ORD012567,Late Delivery
RET201639,ORD012574,Late Delivery
RET201640,ORD012578,Changed Mind
RET201641,ORD012582,Wrong Item
RET201642,ORD012591,Late Delivery
RET201643,ORD012594,Late Delivery
RET201644,ORD012608,Late Delivery
RET201645,ORD012621,Defective
RET201646,ORD012627,Late Delivery
RET201647,ORD012632,Late Delivery
RET201648,ORD012636,Defective
RET201649,ORD012639,Late Delivery
RET201650,ORD012642,Late Delivery
RET201651,ORD012647,Late Delivery
RET201652,ORD012650,Late Delivery
RET201653,ORD012655,Defective
RET201654,ORD012656,Late Delivery
RET201655,ORD012672,Late Delivery
RET201656,ORD012683,Late Delivery
RET201657,ORD012709,Late Delivery
RET201658,ORD012724,Late Delivery
RET201659,ORD012726,Late Delivery
RET201660,ORD012728,Late Delivery
RET201661,ORD012734,Late Delivery
RET201662,ORD012737,Late Delivery
RET201663,ORD012739,Late Delivery
RET201664,ORD012775,Changed Mind
RET201665,ORD012781,Late Delivery
RET201666,ORD012789,Wrong Item
RET201667,ORD012807,Late Delivery
RET201668,ORD012812,Late Delivery
RET201669,ORD012813,Defective
RET201670,ORD012820,Changed Mind
RET201671,ORD012826,Late Delivery
RET201672,ORD012849,Defective
RET201673,ORD012858,Late Delivery
RET201674,ORD012873,Late Delivery
RET201675,ORD012874,Late Delivery
RET201676,ORD012881,Late Delivery
RET201677,ORD012882,Late Delivery
RET201678,ORD012888,Late Delivery
RET201679,ORD012890,Wrong Item
RET201680,ORD012891,Late Delivery
RET201681,ORD012893,Late Delivery
RET201682,ORD012895,Late Delivery
RET201683,ORD012899,Late Delivery
RET201684,ORD012905,Late Delivery
RET201685,ORD012910,Late Delivery
RET201686,ORD012912,Defective
RET201687,ORD012933,Late Delivery
RET201688,ORD012940,Late Delivery
RET201689,ORD012945,Late Delivery
RET201690,ORD012954,Late Delivery
RET201691,ORD012978,Late Delivery
RET201692,ORD012993,Late Delivery
RET201693,ORD012998,Changed Mind
RET201694,ORD013000,Late Delivery
RET201695,ORD013004,Late Delivery
RET201696,ORD013008,Late Delivery
RET201697,ORD013009,Late Delivery
RET201698,ORD013010,Wrong Item
RET201699,ORD013012,Late Delivery
RET201700,ORD013034,Late Delivery
RET201701,ORD013039,Late Delivery
RET201702,ORD013041,Late Delivery
RET201703,ORD013045,Late Delivery
RET201704,ORD013055,Late Delivery
RET201705,ORD013057,Late Delivery
RET201706,ORD013063,Late Delivery
RET201707,ORD013066,Late Delivery
RET201708,ORD013072,Late Delivery
RET201709,ORD013084,Late Delivery
RET201710,ORD013094,Late Delivery
RET201711,ORD013110,Late Delivery
RET201712,ORD013111,Late Delivery
RET201713,ORD013116,Late Delivery
RET201714,ORD013130,Late Delivery
RET201715,ORD013139,Late Delivery
RET201716,ORD013141,Late Delivery
RET201717,ORD013144,Late Delivery
RET201718,ORD013147,Late Delivery
RET201719,ORD013158,Late Delivery
RET201720,ORD013159,Late Delivery
RET201721,ORD013160,Late Delivery
RET201722,ORD013161,Changed Mind
RET201723,ORD013163,Late Delivery
RET201724,ORD013189,Late Delivery
RET201725,ORD013199,Late Delivery
RET201726,ORD013217,Late Delivery
RET201727,ORD013221,Wrong Item
RET201728,ORD013226,Late Delivery
RET201729,ORD013235,Late Delivery
RET201730,ORD013246,Late Delivery
RET201731,ORD013292,Late Delivery
RET201732,ORD013304,Late Delivery
RET201733,ORD013341,Late Delivery
RET201734,ORD013342,Late Delivery
RET201735,ORD013344,Late Delivery
RET201736,ORD013351,Late Delivery
RET201737,ORD013357,Late Delivery
RET201738,ORD013360,Late Delivery
RET201739,ORD013361,Wrong Item
RET201740,ORD013364,Late Delivery
RET201741,ORD013369,Defective
RET201742,ORD013373,Late Delivery
RET201743,ORD013398,Late Delivery
RET201744,ORD013400,Late Delivery
RET201745,ORD013413,Late Delivery
RET201746,ORD013425,Wrong Item
RET201747,ORD013434,Defective
RET201748,ORD013437,Late Delivery
RET201749,ORD013441,Changed Mind
RET201750,ORD013443,Late Delivery
RET201751,ORD013445,Changed Mind
RET201752,ORD013458,Late Delivery
RET201753,ORD013459,Late Delivery
RET201754,ORD013466,Late Delivery
RET201755,ORD013484,Late Delivery
RET201756,ORD013493,Late Delivery
RET201757,ORD013510,Defective
RET201758,ORD013511,Late Delivery
RET201759,ORD013512,Late Delivery
RET201760,ORD013513,Late Delivery
RET201761,ORD013516,Wrong Item
RET201762,ORD013519,Late Delivery
RET201763,ORD013521,Late Delivery
RET201764,ORD013525,Late Delivery
RET201765,ORD013539,Late Delivery
RET201766,ORD013540,Late Delivery
RET201767,ORD013544,Late Delivery
RET201768,ORD013548,Late Delivery
RET201769,ORD013553,Late Delivery
RET201770,ORD013555,Late Delivery
RET201771,ORD013562,Late Delivery
RET201772,ORD013563,Late Delivery
RET201773,ORD013566,Late Delivery
RET201774,ORD013571,Late Delivery
RET201775,ORD013580,Late Delivery
RET201776,ORD013582,Late Delivery
RET201777,ORD013584,Late Delivery
RET201778,ORD013586,Late Delivery
RET201779,ORD013611,Defective
RET201780,ORD013615,Late Delivery
RET201781,ORD013639,Late Delivery
RET201782,ORD013645,Defective
RET201783,ORD013652,Late Delivery
RET201784,ORD013674,Late Delivery
RET201785,ORD013679,Late Delivery
RET201786,ORD013683,Late Delivery
RET201787,ORD013705,Late Delivery
RET201788,ORD013724,Late Delivery
RET201789,ORD013738,Late Delivery
RET201790,ORD013756,Late Delivery
RET201791,ORD013764,Late Delivery
RET201792,ORD013768,Changed Mind
RET201793,ORD013776,Late Delivery
RET201794,ORD013781,Late Delivery
RET201795,ORD013784,Late Delivery
RET201796,ORD013821,Late Delivery
RET201797,ORD013841,Late Delivery
RET201798,ORD013845,Late Delivery
RET201799,ORD013846,Changed Mind
RET201800,ORD013847,Wrong Item
RET201801,ORD013859,Defective
RET201802,ORD013880,Late Delivery
RET201803,ORD013895,Defective
RET201804,ORD013900,Late Delivery
RET201805,ORD013903,Late Delivery
RET201806,ORD013913,Changed Mind
RET201807,ORD013933,Late Delivery
RET201808,ORD013934,Late Delivery
RET201809,ORD013942,Late Delivery
RET201810,ORD013953,Late Delivery
RET201811,ORD013963,Late Delivery
RET201812,ORD013964,Late Delivery
RET201813,ORD013972,Late Delivery
RET201814,ORD013992,Late Delivery
RET201815,ORD013994,Defective
RET201816,ORD014002,Defective
RET201817,ORD014013,Late Delivery
RET201818,ORD014021,Late Delivery
RET201819,ORD014030,Late Delivery
RET201820,ORD014033,Late Delivery
RET201821,ORD014037,Late Delivery
RET201822,ORD014039,Late Delivery
RET201823,ORD014049,Defective
RET201824,ORD014051,Late Delivery
RET201825,ORD014054,Late Delivery
RET201826,ORD014055,Late Delivery
RET201827,ORD014063,Defective
RET201828,ORD014070,Defective
RET201829,ORD014082,Late Delivery
RET201830,ORD014109,Late Delivery
RET201831,ORD014112,Changed Mind
RET201832,ORD014118,Late Delivery
RET201833,ORD014121,Late Delivery
RET201834,ORD014128,Defective
RET201835,ORD014140,Late Delivery
RET201836,ORD014144,Late Delivery
RET201837,ORD014154,Late Delivery
RET201838,ORD014162,Late Delivery
RET201839,ORD014169,Late Delivery
RET201840,ORD014176,Late Delivery
RET201841,ORD014186,Late Delivery
RET201842,ORD014190,Late Delivery
RET201843,ORD014196,Late Delivery
RET201844,ORD014205,Late Delivery
RET201845,ORD014224,Late Delivery
RET201846,ORD014236,Late Delivery
RET201847,ORD014273,Late Delivery
RET201848,ORD014281,Late Delivery
RET201849,ORD014285,Wrong Item
RET201850,ORD014286,Late Delivery
RET201851,ORD014306,Late Delivery
RET201852,ORD014321,Defective
RET201853,ORD014323,Late Delivery
RET201854,ORD014328,Late Delivery
RET201855,ORD014330,Late Delivery
RET201856,ORD014334,Late Delivery
RET201857,ORD014343,Late Delivery
RET201858,ORD014344,Late Delivery
RET201859,ORD014351,Late Delivery
RET201860,ORD014354,Late Delivery
RET201861,ORD014373,Late Delivery
RET201862,ORD014378,Late Delivery
RET201863,ORD014388,Late Delivery
RET201864,ORD014404,Late Delivery
RET201865,ORD014410,Late Delivery
RET201866,ORD014416,Late Delivery
RET201867,ORD014425,Late Delivery
RET201868,ORD014430,Late Delivery
RET201869,ORD014440,Late Delivery
RET201870,ORD014441,Defective
RET201871,ORD014443,Late Delivery
RET201872,ORD014456,Late Delivery
RET201873,ORD014463,Defective
RET201874,ORD014467,Defective
RET201875,ORD014468,Wrong Item
RET201876,ORD014476,Late Delivery
RET201877,ORD014497,Late Delivery
RET201878,ORD014504,Changed Mind
RET201879,ORD014508,Late Delivery
RET201880,ORD014510,Late Delivery
RET201881,ORD014512,Late Delivery
RET201882,ORD014526,Late Delivery
RET201883,ORD014528,Late Delivery
RET201884,ORD014531,Wrong Item
RET201885,ORD014533,Late Delivery
RET201886,ORD014535,Late Delivery
RET201887,ORD014547,Late Delivery
RET201888,ORD014549,Late Delivery
RET201889,ORD014552,Late Delivery
RET201890,ORD014555,Changed Mind
RET201891,ORD014567,Late Delivery
RET201892,ORD014574,Late Delivery
RET201893,ORD014575,Late Delivery
RET201894,ORD014576,Late Delivery
RET201895,ORD014580,Late Delivery
RET201896,ORD014591,Late Delivery
RET201897,ORD014603,Late Delivery
RET201898,ORD014605,Late Delivery
RET201899,ORD014616,Late Delivery
RET201900,ORD014618,Late Delivery
RET201901,ORD014621,Late Delivery
RET201902,ORD014630,Late Delivery
RET201903,ORD014633,Late Delivery
RET201904,ORD014643,Late Delivery
RET201905,ORD014644,Changed Mind
RET201906,ORD014656,Late Delivery
RET201907,ORD014663,Late Delivery
RET201908,ORD014683,Late Delivery
RET201909,ORD014684,Late Delivery
RET201910,ORD014708,Late Delivery
RET201911,ORD014713,Late Delivery
RET201912,ORD014728,Late Delivery
RET201913,ORD014730,Late Delivery
RET201914,ORD014734,Late Delivery
RET201915,ORD014741,Late Delivery
RET201916,ORD014743,Late Delivery
RET201917,ORD014764,Late Delivery
RET201918,ORD014772,Late Delivery
RET201919,ORD014776,Late Delivery
RET201920,ORD014784,Late Delivery
RET201921,ORD014798,Wrong Item
RET201922,ORD014802,Defective
RET201923,ORD014805,Late Delivery
RET201924,ORD014809,Late Delivery
RET201925,ORD014817,Late Delivery
RET201926,ORD014819,Defective
RET201927,ORD014831,Late Delivery
RET201928,ORD014837,Late Delivery
RET201929,ORD014839,Late Delivery
RET201930,ORD014842,Late Delivery
RET201931,ORD014849,Late Delivery
RET201932,ORD014858,Late Delivery
RET201933,ORD014863,Late Delivery
RET201934,ORD014871,Changed Mind
RET201935,ORD014906,Defective
RET201936,ORD014933,Late Delivery
RET201937,ORD014943,Late Delivery
RET201938,ORD014951,Late Delivery
RET201939,ORD014969,Late Delivery
RET201940,ORD014975,Late Delivery
RET201941,ORD014983,Late Delivery
RET201942,ORD014989,Late Delivery
RET201943,ORD014994,Late Delivery
RET201944,ORD015002,Late Delivery
RET201945,ORD015003,Late Delivery
RET201946,ORD015005,Late Delivery
RET201947,ORD015009,Late Delivery
RET201948,ORD015019,Late Delivery
RET201949,ORD015023,Late Delivery
RET201950,ORD015027,Late Delivery
RET201951,ORD015030,Changed Mind
RET201952,ORD015041,Late Delivery
RET201953,ORD015046,Late Delivery
RET201954,ORD015047,Late Delivery
RET201955,ORD015049,Late Delivery
RET201956,ORD015053,Late Delivery
RET201957,ORD015075,Late Delivery
RET201958,ORD015076,Late Delivery
RET201959,ORD015088,Late Delivery
RET201960,ORD015091,Late Delivery
RET201961,ORD015093,Changed Mind
RET201962,ORD015094,Defective
RET201963,ORD015101,Changed Mind
RET201964,ORD015102,Late Delivery
RET201965,ORD015109,Late Delivery
RET201966,ORD015118,Late Delivery
RET201967,ORD015123,Late Delivery
RET201968,ORD015125,Defective
RET201969,ORD015129,Late Delivery
RET201970,ORD015136,Late Delivery
RET201971,ORD015147,Defective
RET201972,ORD015159,Late Delivery
RET201973,ORD015163,Late Delivery
RET201974,ORD015178,Late Delivery
RET201975,ORD015181,Late Delivery
RET201976,ORD015196,Defective
RET201977,ORD015199,Late Delivery
RET201978,ORD015225,Defective
RET201979,ORD015237,Late Delivery
RET201980,ORD015240,Wrong Item
RET201981,ORD015241,Late Delivery
RET201982,ORD015254,Late Delivery
RET201983,ORD015261,Late Delivery
RET201984,ORD015265,Late Delivery
RET201985,ORD015271,Late Delivery
RET201986,ORD015275,Late Delivery
RET201987,ORD015276,Late Delivery
RET201988,ORD015279,Late Delivery
RET201989,ORD015286,Late Delivery
RET201990,ORD015287,Late Delivery
RET201991,ORD015289,Late Delivery
RET201992,ORD015297,Late Delivery
RET201993,ORD015298,Late Delivery
RET201994,ORD015306,Late Delivery
RET201995,ORD015315,Late Delivery
RET201996,ORD015321,Changed Mind
RET201997,ORD015332,Late Delivery
RET201998,ORD015346,Late Delivery
RET201999,ORD015348,Late Delivery
RET202000,ORD015351,Late Delivery
RET202001,ORD015356,Late Delivery
RET202002,ORD015362,Late Delivery
RET202003,ORD015376,Late Delivery
RET202004,ORD015387,Late Delivery
RET202005,ORD015388,Late Delivery
RET202006,ORD015390,Late Delivery
RET202007,ORD015396,Late Delivery
RET202008,ORD015402,Late Delivery
RET202009,ORD015405,Late Delivery
RET202010,ORD015413,Late Delivery
RET202011,ORD015418,Late Delivery
RET202012,ORD015423,Late Delivery
RET202013,ORD015470,Late Delivery
RET202014,ORD015473,Late Delivery
RET202015,ORD015493,Late Delivery
RET202016,ORD015503,Late Delivery
RET202017,ORD015513,Defective
RET202018,ORD015517,Late Delivery
RET202019,ORD015528,Late Delivery
RET202020,ORD015537,Wrong Item
RET202021,ORD015538,Late Delivery
RET202022,ORD015556,Late Delivery
RET202023,ORD015558,Late Delivery
RET202024,ORD015566,Late Delivery
RET202025,ORD015574,Late Delivery
RET202026,ORD015576,Changed Mind
RET202027,ORD015581,Late Delivery
RET202028,ORD015585,Late Delivery
RET202029,ORD015586,Late Delivery
RET202030,ORD015600,Late Delivery
RET202031,ORD015602,Late Delivery
RET202032,ORD015608,Late Delivery
RET202033,ORD015612,Late Delivery
RET202034,ORD015613,Wrong Item
RET202035,ORD015656,Late Delivery
RET202036,ORD015661,Late Delivery
RET202037,ORD015663,Defective
RET202038,ORD015690,Late Delivery
RET202039,ORD015696,Late Delivery
RET202040,ORD015705,Late Delivery
RET202041,ORD015722,Wrong Item
RET202042,ORD015752,Late Delivery
RET202043,ORD015756,Late Delivery
RET202044,ORD015762,Late Delivery
RET202045,ORD015764,Late Delivery
RET202046,ORD015769,Late Delivery
RET202047,ORD015771,Defective
RET202048,ORD015772,Late Delivery
RET202049,ORD015778,Late Delivery
RET202050,ORD015796,Late Delivery
RET202051,ORD015809,Late Delivery
RET202052,ORD015827,Late Delivery
RET202053,ORD015835,Late Delivery
RET202054,ORD015840,Late Delivery
RET202055,ORD015842,Late Delivery
RET202056,ORD015845,Late Delivery
RET202057,ORD015846,Late Delivery
RET202058,ORD015853,Late Delivery
RET202059,ORD015864,Late Delivery
RET202060,ORD015868,Wrong Item
RET202061,ORD015876,Late Delivery
RET202062,ORD015886,Late Delivery
RET202063,ORD015895,Wrong Item
RET202064,ORD015902,Late Delivery
RET202065,ORD015927,Late Delivery
RET202066,ORD015933,Late Delivery
RET202067,ORD015942,Wrong Item
RET202068,ORD015958,Defective
RET202069,ORD015961,Wrong Item
RET202070,ORD015962,Late Delivery
RET202071,ORD015963,Late Delivery
RET202072,ORD015985,Late Delivery
RET202073,ORD015991,Late Delivery
RET202074,ORD015996,Late Delivery
RET202075,ORD016002,Wrong Item
RET202076,ORD016005,Late Delivery
RET202077,ORD016007,Late Delivery
RET202078,ORD016027,Late Delivery
RET202079,ORD016030,Late Delivery
RET202080,ORD016040,Wrong Item
RET202081,ORD016041,Late Delivery
RET202082,ORD016044,Late Delivery
RET202083,ORD016048,Late Delivery
RET202084,ORD016055,Late Delivery
RET202085,ORD016056,Late Delivery
RET202086,ORD016063,Late Delivery
RET202087,ORD016064,Late Delivery
RET202088,ORD016068,Late Delivery
RET202089,ORD016076,Late Delivery
RET202090,ORD016077,Late Delivery
RET202091,ORD016085,Late Delivery
RET202092,ORD016101,Late Delivery
RET202093,ORD016102,Late Delivery
RET202094,ORD016105,Late Delivery
RET202095,ORD016112,Late Delivery
RET202096,ORD016115,Late Delivery
RET202097,ORD016124,Late Delivery
RET202098,ORD016148,Late Delivery
RET202099,ORD016156,Late Delivery
RET202100,ORD016167,Late Delivery
RET202101,ORD016170,Late Delivery
RET202102,ORD016172,Late Delivery
RET202103,ORD016203,Late Delivery
RET202104,ORD016216,Changed Mind
RET202105,ORD016222,Late Delivery
RET202106,ORD016223,Late Delivery
RET202107,ORD016224,Late Delivery
RET202108,ORD016229,Late Delivery
RET202109,ORD016239,Late Delivery
RET202110,ORD016252,Late Delivery
RET202111,ORD016263,Late Delivery
RET202112,ORD016265,Late Delivery
RET202113,ORD016271,Late Delivery
RET202114,ORD016281,Late Delivery
RET202115,ORD016283,Late Delivery
RET202116,ORD016299,Late Delivery
RET202117,ORD016308,Late Delivery
RET202118,ORD016323,Late Delivery
RET202119,ORD016327,Late Delivery
RET202120,ORD016332,Late Delivery
RET202121,ORD016340,Late Delivery
RET202122,ORD016342,Late Delivery
RET202123,ORD016344,Late Delivery
RET202124,ORD016347,Late Delivery
RET202125,ORD016351,Late Delivery
RET202126,ORD016372,Late Delivery
RET202127,ORD016379,Late Delivery
RET202128,ORD016388,Late Delivery
RET202129,ORD016390,Changed Mind
RET202130,ORD016398,Late Delivery
RET202131,ORD016399,Late Delivery
RET202132,ORD016402,Wrong Item
RET202133,ORD016405,Late Delivery
RET202134,ORD016426,Late Delivery
RET202135,ORD016429,Late Delivery
RET202136,ORD016438,Late Delivery
RET202137,ORD016447,Late Delivery
RET202138,ORD016451,Late Delivery
RET202139,ORD016465,Late Delivery
RET202140,ORD016467,Late Delivery
RET202141,ORD016468,Late Delivery
RET202142,ORD016489,Late Delivery
RET202143,ORD016499,Late Delivery
RET202144,ORD016502,Late Delivery
RET202145,ORD016510,Late Delivery
RET202146,ORD016512,Late Delivery
RET202147,ORD016514,Late Delivery
RET202148,ORD016530,Changed Mind
RET202149,ORD016537,Late Delivery
RET202150,ORD016545,Late Delivery
RET202151,ORD016546,Late Delivery
RET202152,ORD016550,Late Delivery
RET202153,ORD016558,Wrong Item
RET202154,ORD016582,Late Delivery
RET202155,ORD016590,Late Delivery
RET202156,ORD016593,Defective
RET202157,ORD016635,Late Delivery
RET202158,ORD016657,Late Delivery
RET202159,ORD016661,Wrong Item
RET202160,ORD016688,Late Delivery
RET202161,ORD016692,Late Delivery
RET202162,ORD016693,Late Delivery
RET202163,ORD016694,Late Delivery
RET202164,ORD016700,Late Delivery
RET202165,ORD016705,Defective
RET202166,ORD016709,Late Delivery
RET202167,ORD016717,Late Delivery
RET202168,ORD016723,Changed Mind
RET202169,ORD016729,Late Delivery
RET202170,ORD016731,Late Delivery
RET202171,ORD016763,Late Delivery
RET202172,ORD016765,Late Delivery
RET202173,ORD016773,Wrong Item
RET202174,ORD016791,Late Delivery
RET202175,ORD016817,Late Delivery
RET202176,ORD016822,Late Delivery
RET202177,ORD016834,Late Delivery
RET202178,ORD016840,Late Delivery
RET202179,ORD016841,Late Delivery
RET202180,ORD016845,Late Delivery
RET202181,ORD016849,Late Delivery
RET202182,ORD016853,Late Delivery
RET202183,ORD016861,Late Delivery
RET202184,ORD016862,Defective
RET202185,ORD016867,Late Delivery
RET202186,ORD016874,Defective
RET202187,ORD016899,Late Delivery
RET202188,ORD016900,Late Delivery
RET202189,ORD016903,Late Delivery
RET202190,ORD016904,Late Delivery
RET202191,ORD016908,Late Delivery
RET202192,ORD016923,Late Delivery
RET202193,ORD016925,Late Delivery
RET202194,ORD016943,Late Delivery
RET202195,ORD016946,Late Delivery
RET202196,ORD016947,Late Delivery
RET202197,ORD016956,Changed Mind
RET202198,ORD016962,Late Delivery
RET202199,ORD016969,Late Delivery
RET202200,ORD016973,Late Delivery
RET202201,ORD016977,Late Delivery
RET202202,ORD016980,Late Delivery
RET202203,ORD016981,Wrong Item
RET202204,ORD016999,Late Delivery
RET202205,ORD017007,Late Delivery
RET202206,ORD017009,Late Delivery
RET202207,ORD017010,Late Delivery
RET202208,ORD017027,Wrong Item
RET202209,ORD017041,Late Delivery
RET202210,ORD017052,Late Delivery
RET202211,ORD017065,Late Delivery
RET202212,ORD017075,Late Delivery
RET202213,ORD017077,Late Delivery
RET202214,ORD017078,Late Delivery
RET202215,ORD017080,Late Delivery
RET202216,ORD017085,Late Delivery
RET202217,ORD017091,Late Delivery
RET202218,ORD017098,Defective
RET202219,ORD017109,Late Delivery
RET202220,ORD017112,Late Delivery
RET202221,ORD017125,Late Delivery
RET202222,ORD017127,Defective
RET202223,ORD017143,Late Delivery
RET202224,ORD017149,Late Delivery
RET202225,ORD017180,Late Delivery
RET202226,ORD017193,Late Delivery
RET202227,ORD017194,Late Delivery
RET202228,ORD017195,Late Delivery
RET202229,ORD017196,Late Delivery
RET202230,ORD017204,Late Delivery
RET202231,ORD017206,Late Delivery
RET202232,ORD017208,Late Delivery
RET202233,ORD017220,Late Delivery
RET202234,ORD017225,Late Delivery
RET202235,ORD017248,Late Delivery
RET202236,ORD017268,Wrong Item
RET202237,ORD017269,Late Delivery
RET202238,ORD017271,Wrong Item
RET202239,ORD017279,Late Delivery
RET202240,ORD017280,Late Delivery
RET202241,ORD017286,Wrong Item
RET202242,ORD017301,Defective
RET202243,ORD017304,Late Delivery
RET202244,ORD017310,Late Delivery
RET202245,ORD017313,Late Delivery
RET202246,ORD017331,Late Delivery
RET202247,ORD017347,Late Delivery
RET202248,ORD017355,Late Delivery
RET202249,ORD017364,Late Delivery
RET202250,ORD017371,Wrong Item
RET202251,ORD017374,Late Delivery
RET202252,ORD017375,Late Delivery
RET202253,ORD017380,Late Delivery
RET202254,ORD017381,Late Delivery
RET202255,ORD017389,Late Delivery
RET202256,ORD017390,Late Delivery
RET202257,ORD017411,Late Delivery
RET202258,ORD017416,Late Delivery
RET202259,ORD017417,Late Delivery
RET202260,ORD017424,Late Delivery
RET202261,ORD017432,Late Delivery
RET202262,ORD017436,Late Delivery
RET202263,ORD017440,Late Delivery
RET202264,ORD017451,Late Delivery
RET202265,ORD017463,Late Delivery
RET202266,ORD017465,Late Delivery
RET202267,ORD017484,Defective
RET202268,ORD017490,Late Delivery
RET202269,ORD017495,Late Delivery
RET202270,ORD017501,Late Delivery
RET202271,ORD017502,Late Delivery
RET202272,ORD017510,Changed Mind
RET202273,ORD017511,Wrong Item
RET202274,ORD017520,Late Delivery
RET202275,ORD017530,Late Delivery
RET202276,ORD017542,Late Delivery
RET202277,ORD017546,Defective
RET202278,ORD017556,Late Delivery
RET202279,ORD017560,Late Delivery
RET202280,ORD017568,Late Delivery
RET202281,ORD017575,Late Delivery
RET202282,ORD017577,Late Delivery
RET202283,ORD017578,Wrong Item
RET202284,ORD017596,Late Delivery
RET202285,ORD017613,Late Delivery
RET202286,ORD017614,Late Delivery
RET202287,ORD017616,Late Delivery
RET202288,ORD017636,Late Delivery
RET202289,ORD017641,Late Delivery
RET202290,ORD017643,Late Delivery
RET202291,ORD017646,Late Delivery
RET202292,ORD017668,Late Delivery
RET202293,ORD017669,Late Delivery
RET202294,ORD017671,Late Delivery
RET202295,ORD017673,Late Delivery
RET202296,ORD017683,Changed Mind
RET202297,ORD017686,Changed Mind
RET202298,ORD017687,Late Delivery
RET202299,ORD017688,Late Delivery
RET202300,ORD017695,Changed Mind
RET202301,ORD017702,Wrong Item
RET202302,ORD017707,Wrong Item
RET202303,ORD017742,Late Delivery
RET202304,ORD017750,Late Delivery
RET202305,ORD017758,Late Delivery
RET202306,ORD017764,Late Delivery
RET202307,ORD017768,Late Delivery
RET202308,ORD017784,Late Delivery
RET202309,ORD017787,Late Delivery
RET202310,ORD017798,Late Delivery
RET202311,ORD017833,Late Delivery
RET202312,ORD017836,Late Delivery
RET202313,ORD017840,Changed Mind
RET202314,ORD017841,Late Delivery
RET202315,ORD017843,Late Delivery
RET202316,ORD017850,Late Delivery
RET202317,ORD017858,Late Delivery
RET202318,ORD017877,Late Delivery
RET202319,ORD017882,Late Delivery
RET202320,ORD017891,Late Delivery
RET202321,ORD017892,Late Delivery
RET202322,ORD017893,Late Delivery
RET202323,ORD017911,Late Delivery
RET202324,ORD017912,Late Delivery
RET202325,ORD017924,Late Delivery
RET202326,ORD017930,Late Delivery
RET202327,ORD017952,Late Delivery
RET202328,ORD017957,Late Delivery
RET202329,ORD017962,Wrong Item
RET202330,ORD017975,Late Delivery
RET202331,ORD017988,Late Delivery
RET202332,ORD017999,Late Delivery
RET202333,ORD018018,Late Delivery
RET202334,ORD018023,Late Delivery
RET202335,ORD018029,Late Delivery
RET202336,ORD018030,Late Delivery
